dates,gdp,p_elec,c_cement,m_ind_inp,cred_mn
2018-05-01,6.69162726843136,2.97486305581675,7.84756966178892,4.88766904582334,9.02312722376228
2018-06-01,2.08964595159207,3.38832224620769,-0.0384663412341715,5.13764417426472,9.27187714040951
2018-07-01,2.6405807197204,3.89505608589641,2.48398149011386,15.2217805118058,9.49803297508191
2018-08-01,2.35094017618728,2.55298938389694,1.44053478171769,3.28412611779971,9.70737872460848
2018-09-01,2.4419276705801,3.2450125122511,2.57743925917805,6.4044178826955,10.1102238787352
2018-10-01,4.11069907226062,5.13619730557684,4.82363711172124,-1.71674605331277,10.9383233931218
2018-11-01,5.09445453845672,5.58890789557392,6.97878356916582,8.30268926111906,10.8025248932199
2018-12-01,4.74809049635613,6.77734430550397,0.750958700663597,-0.472277006501417,11.5925283244229
2019-01-01,1.71058307551434,5.68304486825651,1.08019681498798,7.29016709901439,11.7387909138607
2019-02-01,2.12094078928632,5.63078875338496,0.408589778427992,4.06991533076791,11.2142836119689
2019-03-01,3.42715455737443,6.34835763440031,5.40468959796063,3.90318308487073,11.6532744525863
2019-04-01,0.0274949464629013,3.25684518893465,2.3391005937709,-1.44130297404643,10.8077234308483
2019-05-01,0.716433851489794,4.60069697688076,4.36655089157776,2.40338466720577,10.8304694181589
2019-06-01,2.81487793604142,3.73546786157085,11.642753295998,-7.68690581544294,10.9641693753442
2019-07-01,3.91218877699276,4.71304720144782,11.1284586717677,-3.21550818801174,10.8528080316076
2019-08-01,3.69763456313269,4.25694661169644,7.4204708674316,-0.822543597044313,11.0090238588685
2019-09-01,2.48974953500311,3.05504673339456,5.02707270743996,5.6768313896054,10.6763874370228
2019-10-01,2.67819067744122,2.93897604240215,6.48657206744361,-5.46721980053194,10.982275629014
2019-11-01,2.26706395029293,2.76479424738115,0.804514010819014,-6.90377345589402,10.8306236140956
2019-12-01,1.15388414766733,2.11603210075433,-0.365425539146993,1.68089329174384,10.1355434414469
